PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Customer ID
Yes,Credit card (automatic),20.55,1403.1,4302-ZYFEL
Yes,Credit card (automatic),66.4,2727.8,9351-LZYGF
Yes,Mailed check,100.2,5038.45,4366-CTOUZ
Yes,Mailed check,19.1,19.1,6121-VZNQB
Yes,Electronic check,80.3,80.3,7903-CMPEY
Yes,Credit card (automatic),44.55,1462.6,1518-OMDIK
No,Mailed check,20.35,150.6,6671-NGWON
Yes,Electronic check,91.8,5960.5,0595-ITUDF
Yes,Electronic check,74.9,74.9,6996-KNSML
Yes,Bank transfer (automatic),20.2,1192.3,1955-IBMMB
No,Electronic check,50.35,314.55,0096-BXERS
No,Mailed check,18.8,56,3806-YAZOV
No,Credit card (automatic),20.45,330.8,7998-ZLXWN
Yes,Electronic check,64.75,877.35,6253-WRFHY
Yes,Credit card (automatic),98.7,2249.1,9133-AYJZG
No,Electronic check,89.45,2807.65,2675-OTVVJ
Yes,Electronic check,58.75,1696.2,8680-CGLTP
No,Credit card (automatic),20.7,1032.05,8430-TWCBX
Yes,Bank transfer (automatic),85.6,4902.8,5018-GWURO
Yes,Credit card (automatic),80.3,4995.35,6741-QRLUP
No,Credit card (automatic),79.8,5034.05,4737-HOBAX
Yes,Electronic check,79.85,1857.75,0537-QYZZN
No,Credit card (automatic),54.1,1992.85,3340-QBBFM
Yes,Electronic check,80.85,751.65,1704-NRWYE
No,Electronic check,24.75,66.95,2592-SEIFQ
No,Mailed check,80.9,1714.95,8200-KLNYW
No,Bank transfer (automatic),24.5,343.6,3372-CDXFJ
Yes,Bank transfer (automatic),20.15,20.15,4781-ZXYGU
No,Mailed check,20.05,520.1,7632-YUTXB
Yes,Bank transfer (automatic),19.6,1387.45,2718-YSKCS
Yes,Bank transfer (automatic),114.3,7383.7,9896-UYMIE
Yes,Electronic check,100.3,4483.95,0853-NWIFK
Yes,Credit card (automatic),80,1706.45,8212-CRQXP
Yes,Bank transfer (automatic),20.85,1327.4,6980-CDGFC
Yes,Bank transfer (automatic),89.95,5974.3,7691-XVTZH
No,Mailed check,20, ,2520-SGTTA
Yes,Credit card (automatic),90.85,4515.85,7481-ATQQS
No,Mailed check,48.75,179.85,2277-VWCNI
No,Credit card (automatic),80,5040.2,1088-CNNKB
No,Bank transfer (automatic),79.7,165,8642-GVWRF
Yes,Mailed check,20.35,422.7,1930-BZLHI
No,Bank transfer (automatic),57.55,3046.4,3400-ESFUW
Yes,Mailed check,20.25,20.25,5868-YTYKS
No,Mailed check,19.4,358.05,3525-DVKFN
Yes,Bank transfer (automatic),100.4,2936.25,1482-OXZSY
Yes,Mailed check,57.95,1271.8,0377-JBKKT
Yes,Bank transfer (automatic),59.5,530.05,5778-BVOFB
No,Mailed check,19.2,19.2,3373-YZZYM
Yes,Electronic check,86.5,1808.7,2057-ZBLPD
No,Electronic check,59.55,1144.6,0228-MAUWC
Yes,Electronic check,103.95,7446.9,5502-RLUYV
Yes,Electronic check,25.1,25.1,0023-HGHWL
Yes,Bank transfer (automatic),103.95,7556.9,7663-YJHSN
No,Credit card (automatic),68.95,4858.7,4915-BFSXL
Yes,Bank transfer (automatic),103.1,6595,3086-RUCRN
Yes,Electronic check,24.7,149.05,5215-LNLDJ
Yes,Electronic check,110.2,4972.1,7576-JMYWV
Yes,Credit card (automatic),48.95,1880.85,9039-RBEEE
No,Bank transfer (automatic),62.45,2045.55,0257-KXZGU
Yes,Electronic check,89.55,2187.15,1307-ATKGB
Yes,Credit card (automatic),83.55,477.55,8417-FMLZI
Yes,Credit card (automatic),78.9,2976.95,3714-XPXBW
No,Mailed check,20.35,178.7,1850-AKQEP
Yes,Bank transfer (automatic),71.45,5025.85,2824-DXNKN
No,Credit card (automatic),46.35,3353.4,5227-JSCFE
Yes,Bank transfer (automatic),94.65,1461.15,0848-ZGQIJ
Yes,Bank transfer (automatic),49.9,2782.4,3621-CHYVB
No,Bank transfer (automatic),25.45,1699.15,8042-RNLKO
Yes,Electronic check,89.15,1496.9,1792-UXAFY
No,Mailed check,20.75,452.2,5372-FBKBN
Yes,Credit card (automatic),66.1,4428.45,0420-TXVSG
Yes,Bank transfer (automatic),75.4,1322.55,6217-TOWGS
Yes,Mailed check,70.45,70.45,0515-YPMCW
No,Credit card (automatic),60.3,3563.8,0378-XSZPU
No,Credit card (automatic),21.05,139.75,1045-LTCYT
No,Credit card (automatic),69.35,1927.3,1544-JJMYL
No,Mailed check,88.85,3000.25,4636-JGAAI
Yes,Bank transfer (automatic),97,3021.3,6874-SGLHU
Yes,Credit card (automatic),66.4,2245.4,5951-AOFIH
No,Electronic check,24.75,24.75,4729-XKASR
No,Mailed check,69.2,944.65,3059-NGMXB
Yes,Credit card (automatic),79.5,1264.2,8652-YHIYU
No,Credit card (automatic),100.65,4917.75,5278-PNYOX
No,Electronic check,103.3,2012.7,5449-FIBXJ
No,Bank transfer (automatic),79.7,5743.3,3486-HOOGQ
No,Bank transfer (automatic),61.4,1864.65,5061-PBXFW
Yes,Electronic check,69.8,1221.65,8630-FJLIB
Yes,Mailed check,40.55,1390.85,3891-NLXJB
Yes,Electronic check,75.65,302.35,4749-OJKQU
No,Electronic check,90.7,1374.9,0577-WHMEV
Yes,Bank transfer (automatic),80.5,1336.9,5453-AXEPF
Yes,Electronic check,60.6,1297.8,3639-XJHKQ
No,Credit card (automatic),101.15,6067.4,3716-LRGXK
Yes,Mailed check,24.95,1222.25,2263-SFSQZ
Yes,Credit card (automatic),20.3,487.95,9950-MTGYX
Yes,Electronic check,60,2548.55,3397-AVTKU
No,Electronic check,20.25,835.5,4825-FUREZ
Yes,Electronic check,78.5,242.05,9837-BMCLM
No,Mailed check,44.75,44.75,2672-OJQZP
No,Mailed check,19.85,63.75,0137-UDEUO
No,Credit card (automatic),98,6218.45,3134-DSHVC
Yes,Electronic check,79.9,260.9,6161-UUUTA
Yes,Electronic check,107.7,7320.9,7821-DPRQE
Yes,Electronic check,99.7,2967.35,6543-XRMYR
No,Electronic check,104.7,6333.8,2001-EWBQU
Yes,Credit card (automatic),58.6,939.7,4925-LMHOK
Yes,Bank transfer (automatic),93.9,4200.25,1608-GMEWB
No,Credit card (automatic),86.45,5950.2,6695-AMZUF
Yes,Electronic check,98.5,1037.75,1455-UGQVH
No,Mailed check,19.4,93.4,8410-BGQXN
Yes,Mailed check,50.45,50.45,8280-MQRQN
Yes,Credit card (automatic),24.95,1614.9,1619-YWUBB
No,Bank transfer (automatic),75,1573.95,7611-YKYTC
Yes,Electronic check,94.65,3624.3,2037-SGXHH
Yes,Credit card (automatic),100.25,100.25,3178-FESZO
No,Electronic check,78.2,1468.75,0365-GXEZS
Yes,Electronic check,94.2,2607.6,0082-OQIQY
Yes,Electronic check,88.45,1422.1,6087-MVHJH
Yes,Electronic check,69.85,69.85,4603-JANFB
No,Bank transfer (automatic),81.7,858.6,3018-TFTSU
Yes,Electronic check,50.05,1523.4,3606-SBKRY
Yes,Electronic check,79.9,324.3,4806-KEXQR
Yes,Mailed check,69.55,3435.6,0667-NSRGI
Yes,Credit card (automatic),25.4,399.6,7083-YNSKY
Yes,Credit card (automatic),90.1,4549.45,6893-ODYYE
Yes,Bank transfer (automatic),44.65,322.5,8242-JSVBO
Yes,Bank transfer (automatic),83.75,3273.55,2479-BRAMR
No,Credit card (automatic),80.35,5375.15,9541-ZPSEA
Yes,Bank transfer (automatic),98.1,2510.7,2665-NPTGL
No,Credit card (automatic),53.35,3090.05,1139-WUOAH
No,Electronic check,19.55,61.05,4693-VWVBO
No,Mailed check,20.9,20.9,7434-SHXLS
Yes,Bank transfer (automatic),48.95,955.6,6937-GCDGQ
Yes,Electronic check,54.2,140.4,0988-JRWWP
No,Electronic check,24.45,1493.1,5075-JSDKI
Yes,Mailed check,69.4,69.4,7908-QCBCA
Yes,Bank transfer (automatic),40.15,1626.05,8644-XYTSV
Yes,Electronic check,74.9,541.15,6711-FLDFB
No,Credit card (automatic),25.6,1784.9,3873-WOSBC
Yes,Electronic check,70.35,70.35,7465-ZZRVX
No,Bank transfer (automatic),91.7,6075.9,7975-JMZNT
No,Mailed check,89.2,5500.6,7251-XFOIL
No,Credit card (automatic),24.1,73.1,4116-IQRFR
Yes,Credit card (automatic),74.15,3229.4,3714-JTVOV
Yes,Bank transfer (automatic),53.85,3399.85,8259-DZLIZ
Yes,Bank transfer (automatic),115.6,6431.05,0442-ZXKVS
Yes,Credit card (automatic),19.75,19.75,7853-WNZSY
Yes,Bank transfer (automatic),24.05,1230.9,3120-FAZKD
No,Credit card (automatic),25.3,454.65,8606-OEGQZ
No,Electronic check,84.3,235.05,0225-ZORZP
Yes,Electronic check,70.1,70.1,4702-IOQDC
No,Credit card (automatic),89.75,6595.9,9489-JMTTN
Yes,Electronic check,97.95,5867,0575-CUQOV
Yes,Mailed check,20,196.35,0967-BMLBD
Yes,Electronic check,78.3,909.25,6178-KFNHS
No,Credit card (automatic),103.9,6449.15,2830-LEWOA
No,Credit card (automatic),20.7,762.45,5006-MXVRN
Yes,Electronic check,96.8,5283.95,1264-BYWMS
Yes,Electronic check,94.4,1617.5,9658-WYUFB
No,Credit card (automatic),20.15,785.75,8327-WKMIE
Yes,Mailed check,26,1776,6917-FIJHC
No,Credit card (automatic),77.35,5396.25,5329-KRDTM
No,Bank transfer (automatic),66.05,574.5,7797-EJMDP
No,Mailed check,19.9,400.3,3530-VWVGU
No,Electronic check,84.3,84.3,2013-SGDXK
No,Credit card (automatic),68.15,2656.3,6368-NWMCE
No,Electronic check,80.85,1445.95,3633-CDBUW
Yes,Bank transfer (automatic),75.5,5212.65,0707-HOVVN
No,Credit card (automatic),92.45,6440.25,8580-QVLOC
Yes,Electronic check,80.6,2244.95,3956-MGXOG
Yes,Bank transfer (automatic),83.2,1130,9274-UARKJ
Yes,Bank transfer (automatic),87.55,6463.15,4077-HWUYD
Yes,Electronic check,99.55,1131.2,2012-NWRPA
Yes,Electronic check,81.25,585.95,8808-ELEHO
Yes,Bank transfer (automatic),109.4,6252.7,0103-CSITQ
No,Bank transfer (automatic),19.95,19.95,3506-LCJDC
No,Electronic check,45.55,2062.15,8671-KKKOS
No,Credit card (automatic),20.7,587.1,7305-ZWMAJ
No,Electronic check,75.3,720.45,9518-XXBXE
Yes,Electronic check,99.25,2186.4,3934-HXCFZ
Yes,Credit card (automatic),93.4,2979.3,6578-KRMAW
Yes,Credit card (automatic),73.75,956.65,4860-IJUDE
Yes,Electronic check,80.45,3201.55,7666-WKRON
Yes,Credit card (automatic),88.15,3973.2,9688-YGXVR
No,Mailed check,49.2,447.9,0423-UDIJQ
No,Mailed check,19.65,1335.2,1945-XISKS
Yes,Bank transfer (automatic),79.35,661.25,4910-AQFFX
Yes,Electronic check,79.75,1111.85,2154-KVJFF
Yes,Bank transfer (automatic),105.15,7555,5360-LJCNJ
No,Credit card (automatic),49,49,2607-FBDFF
Yes,Electronic check,100.05,3046.15,9647-ERGBE
Yes,Electronic check,69.35,69.35,3428-XZMAZ
Yes,Mailed check,49.8,836.35,1100-DDVRV
No,Electronic check,85.8,272.2,0378-TOVMS
Yes,Electronic check,79.7,5293.4,4355-HBJHH
No,Bank transfer (automatic),20.95,20.95,6728-WYQBC
No,Mailed check,50.55,50.55,9058-CBREO
No,Mailed check,79.3,2570,9029-FEGVJ
No,Bank transfer (automatic),19.5,798.2,7216-KAOID
Yes,Electronic check,80.55,80.55,0318-QUUOB
No,Bank transfer (automatic),44.15,44.15,6145-NNPNO
Yes,Electronic check,84.5,916.9,5520-FVEWJ
Yes,Electronic check,105.5,6487.2,5339-TJFEK
Yes,Mailed check,84.3,1855.65,5572-ZDXHY
Yes,Credit card (automatic),92.7,1556.85,2074-GUHPQ
Yes,Bank transfer (automatic),26.25,1988.05,4625-XMOYM
Yes,Credit card (automatic),96.95,5432.2,5827-MWCZK
Yes,Credit card (automatic),20.45,147.55,1385-TQOZW
Yes,Bank transfer (automatic),115.8,8424.9,5914-XRFQB
Yes,Bank transfer (automatic),108.2,2203.7,4329-YPDDQ
No,Mailed check,20.2,387.4,4804-NCPET
Yes,Electronic check,67.75,116.65,3750-CKVKH
No,Credit card (automatic),54.9,3045.75,5944-UGLLK
Yes,Electronic check,85.25,2287.25,8063-GBATB
No,Bank transfer (automatic),20.15,130.5,7787-BNTZM
Yes,Electronic check,90.35,767.9,2252-ISRNH
No,Electronic check,55.75,446.8,9415-TPKRV
No,Bank transfer (automatic),114.6,8100.25,5322-TEUJK
Yes,Bank transfer (automatic),80.05,830.7,4547-KQRTM
No,Mailed check,20,20,4877-EVATK
No,Bank transfer (automatic),66.8,4689.15,1866-DIOQZ
Yes,Electronic check,100.3,6754.35,8375-KVTHK
Yes,Electronic check,105.35,3540.65,2697-NQBPF
Yes,Electronic check,85.2,2184.6,3709-OIJEA
Yes,Credit card (automatic),48.8,1054.6,7639-SUPCW
Yes,Mailed check,18.95,130.55,1386-ZIKUV
Yes,Bank transfer (automatic),69.8,1540.35,0599-XNYDO
Yes,Electronic check,106.15,6411.25,6377-WHAOX
No,Electronic check,20.55,1432.55,6855-VLGOS
Yes,Credit card (automatic),105.75,7629.85,8999-XXGNS
No,Mailed check,25.25,101.9,8746-OQQRW
No,Electronic check,19.75,313.4,3181-MIZBN
Yes,Electronic check,104.85,6312.9,0471-ARVMX
Yes,Mailed check,60.95,629.55,7766-CLTIC
Yes,Electronic check,81.15,2640.55,5650-YLIBA
No,Credit card (automatic),19.1,1372.45,0825-CPPQH
No,Mailed check,20.8,1212.25,9084-OAYKL
Yes,Credit card (automatic),90.15,6237.05,6122-LJADA
No,Electronic check,90.1,6310.9,2400-XIWIO
No,Credit card (automatic),74.1,5031,7524-VRLPL
Yes,Electronic check,85.05,85.05,1069-XAIEM
Yes,Bank transfer (automatic),118.75,8672.45,7569-NMZYQ
No,Credit card (automatic),85.9,2196.45,5201-USSQZ
Yes,Credit card (automatic),95,3008.15,2105-PHWON
No,Mailed check,20.15,220.8,1494-EJZDW
No,Credit card (automatic),101.3,5779.6,4884-TVUQF
Yes,Electronic check,21.2,222.65,8003-EWNDZ
Yes,Mailed check,24.2,914.6,1897-RCFUM
No,Bank transfer (automatic),20.3,246.3,9256-JTBNZ
Yes,Electronic check,102.8,2110.15,4658-HCOHW
No,Bank transfer (automatic),85.3,5560,2211-RMNHO
Yes,Credit card (automatic),89.6,1633,2432-TFSMK
Yes,Mailed check,99.95,547.65,3440-JPSCL
No,Mailed check,56.25,969.85,4929-ROART
Yes,Bank transfer (automatic),50.95,2610.65,1834-ABKHQ
No,Mailed check,115.85,6567.9,1741-WTPON
Yes,Bank transfer (automatic),103.65,4747.85,3932-IJWDZ
Yes,Mailed check,26.1,1759.55,1240-HCBOH
No,Mailed check,35.1,101.1,3594-KADLU
Yes,Bank transfer (automatic),99.1,6496.15,8065-BVEPF
No,Mailed check,67.25,4234.15,3796-ENZGF
No,Mailed check,25,300.7,1734-ZMNTZ
Yes,Mailed check,59.55,59.55,2853-CWQFQ
Yes,Bank transfer (automatic),77.8,4323.35,0813-TAXXS
Yes,Mailed check,55.1,1466.1,2519-TWKFS
Yes,Bank transfer (automatic),117.8,8684.8,2889-FPWRM
Yes,Credit card (automatic),24.15,1776.45,0626-QXNGV
No,Mailed check,45.25,2933.95,6723-CEGQI
Yes,Electronic check,79.5,4370.25,6987-XQSJT
No,Mailed check,20.25,144.35,4732-RRJZC
No,Bank transfer (automatic),64.75,4804.75,9499-XPZXM
No,Bank transfer (automatic),54.6,1125.2,4338-EYCER
Yes,Bank transfer (automatic),20.7,39.85,3007-FDPEA
Yes,Electronic check,94.75,422.4,6350-XFYGW
Yes,Bank transfer (automatic),79.65,251.75,4290-BSXUX
No,Credit card (automatic),115.8,8332.15,8513-OLYGY
Yes,Electronic check,49.45,314.6,0311-QYWSS
Yes,Credit card (automatic),83.8,4331.4,8705-DWKTI
Yes,Bank transfer (automatic),95.35,6382,8755-IWJHN
Yes,Electronic check,94.7,740.3,0325-XBFAC
Yes,Bank transfer (automatic),74.05,600.15,4480-QQRHC
Yes,Bank transfer (automatic),89.6,5538.8,0929-PECLO
Yes,Credit card (automatic),116.6,7049.5,3680-CTHUH
No,Bank transfer (automatic),54.2,690.5,1202-KKGFU
Yes,Mailed check,19.3,279.3,6112-KTHFQ
No,Mailed check,65.05,1427.55,1852-XEMDW
Yes,Electronic check,92.5,452.7,2462-XIIJB
No,Mailed check,19.45,19.45,4760-XOHVN
Yes,Bank transfer (automatic),24.05,1709.15,1820-DJFPH
No,Bank transfer (automatic),18.75,53.15,9426-SXNHE
No,Bank transfer (automatic),20.15,777.35,9068-FHQHD
No,Bank transfer (automatic),20,860.85,1269-FOYWN
Yes,Bank transfer (automatic),71,5012.1,9470-YFUYI
Yes,Electronic check,75.55,166.3,7817-BOQPW
Yes,Electronic check,93.6,2404.1,7402-EYFXX
Yes,Electronic check,70,70,1853-UDXBW
No,Mailed check,24.4,24.4,9895-VFOXH
Yes,Bank transfer (automatic),74.8,4820.15,5458-CQJTA
Yes,Mailed check,65.25,209.9,1230-QAJDW
Yes,Mailed check,50.55,610.75,5701-ZIKJE
Yes,Electronic check,104.4,3409.6,5219-YIPTK
Yes,Mailed check,70.7,70.7,5032-MIYKT
No,Mailed check,45.25,155.35,7396-VJUZB
Yes,Electronic check,70.3,144,9717-QEBGU
Yes,Credit card (automatic),108.95,7875,5172-RKOCB
No,Mailed check,26.45,911.6,6509-TSGWN
No,Electronic check,86.2,1270.2,3540-RZJYU
Yes,Credit card (automatic),19.65,478.1,3178-CIFOT
No,Credit card (automatic),51.2,1561.5,2091-MJTFX
Yes,Electronic check,19.05,761.85,4530-NDRKU
No,Mailed check,74.75,2282.95,5985-TBABQ
Yes,Bank transfer (automatic),75.8,1615.1,9800-ONTFE
Yes,Credit card (automatic),25.1,1097.15,6743-HHQPF
No,Mailed check,44.45,369.3,8455-HIRAQ
Yes,Credit card (automatic),104.3,6725.3,6616-AALSR
No,Mailed check,19.5,31.55,0883-EIBTI
Yes,Bank transfer (automatic),89,6293.2,9415-ZNBSX
No,Credit card (automatic),20.15,432.5,4018-KJYUY
Yes,Electronic check,74.9,321.75,0722-TROQR
No,Credit card (automatic),74.9,147.15,7571-YXDAD
No,Bank transfer (automatic),36.15,2434.45,3884-UEBXB
Yes,Credit card (automatic),19.2,532.1,8780-RSYYU
No,Bank transfer (automatic),19.25,375.25,5537-UXXVS
Yes,Credit card (automatic),61.2,125.95,1791-PQHBB
No,Mailed check,20.45,1042.65,8701-DGLVH
No,Bank transfer (automatic),35.05,1620.25,8741-LQOBK
Yes,Electronic check,100.25,2387.75,3393-FMZPV
No,Mailed check,44,659.35,8082-GHXOP
Yes,Mailed check,102.8,2660.2,6402-ZFPPI
No,Mailed check,50.35,1285.8,0980-FEXWF
Yes,Electronic check,100,4211.55,7486-KSRVI
Yes,Electronic check,20,377.55,3011-WQKSZ
Yes,Electronic check,99.85,990.9,8443-WVPSS
Yes,Bank transfer (automatic),94.2,193.8,3006-XIMLN
Yes,Bank transfer (automatic),86.4,6058.95,8218-FFJDS
Yes,Credit card (automatic),58.4,964.9,1986-PHGZF
Yes,Electronic check,83.85,790.15,9965-YOKZB
No,Credit card (automatic),88.3,2467.75,0504-HHAPI
Yes,Electronic check,94.1,2322.85,9360-OMDZZ
Yes,Bank transfer (automatic),104.05,7262,6305-YLBMM
Yes,Credit card (automatic),108.9,4854.3,0345-XMMUG
Yes,Bank transfer (automatic),107.4,7748.75,8024-XNAFQ
Yes,Credit card (automatic),94.7,1914.9,3647-GMGDH
Yes,Electronic check,90.85,6470.1,2988-GBIVW
No,Electronic check,19.9,57.4,2832-SCUCO
Yes,Credit card (automatic),66.4,2019.8,7036-ZZKBD
Yes,Bank transfer (automatic),100.65,5688.05,3791-LGQCY
No,Bank transfer (automatic),100.7,1522.7,0265-PSUAE
No,Credit card (automatic),25.6,1334.5,0463-TXOAK
Yes,Mailed check,19.85,252,0594-UFTUL
No,Mailed check,20.75,700.45,9509-MPYOD
No,Electronic check,95.8,5655.45,9128-CPXKI
Yes,Electronic check,94.65,6747.35,0129-KPTWJ
Yes,Bank transfer (automatic),80.55,5265.1,8166-ZZTFS
No,Credit card (automatic),106.65,5174.35,5855-EIBDE
Yes,Mailed check,45.85,105.6,5365-LLFYV
Yes,Electronic check,104.35,2271.85,5956-YHHRX
Yes,Electronic check,55.45,2966.95,6008-NAIXK
Yes,Electronic check,78.85,1772.25,2956-GGUCQ
No,Electronic check,61.15,61.15,1928-BXYIV
Yes,Electronic check,78.95,494.95,5760-FXFVO
Yes,Mailed check,44.45,44.45,6595-COKXZ
Yes,Credit card (automatic),109.2,5290.45,0961-ZWLVI
Yes,Credit card (automatic),61.3,3346.8,5181-OABFK
Yes,Electronic check,96.85,5219.65,4007-NHVHI
No,Mailed check,40.55,217.5,7816-VGHTO
No,Mailed check,19.8,607.7,5871-DGTXZ
Yes,Electronic check,108.25,5431.4,7550-WIQVA
Yes,Bank transfer (automatic),105.05,6004.85,7544-ZVIKX
Yes,Mailed check,90.45,5957.9,0016-QLJIS
Yes,Credit card (automatic),86.4,5442.05,7508-DQAKK
No,Bank transfer (automatic),66.9,4370.25,5176-OLSKT
Yes,Electronic check,110.7,4428.6,9356-AXGMP
Yes,Mailed check,20,416.45,3556-BVQGL
Yes,Electronic check,84.9,3067.2,0362-ZBZWJ
No,Electronic check,102.1,6688.1,8979-CAMGB
No,Mailed check,20.25,20.25,4211-MMAZN
Yes,Credit card (automatic),70.15,4224.7,7581-EBBOU
Yes,Electronic check,74.35,74.35,4274-OWWYO
Yes,Bank transfer (automatic),80.05,4042.2,5073-RZGBK
No,Mailed check,62.05,62.05,1541-ETJZO
Yes,Electronic check,49.2,3580.95,2192-CKRLV
Yes,Bank transfer (automatic),20.5,1198.8,3154-HMWUU
No,Mailed check,38.25,1755.35,6119-SPUDB
Yes,Credit card (automatic),54.95,3772.5,6522-OIQSX
Yes,Bank transfer (automatic),96.6,2877.95,7813-ZGGAW
No,Mailed check,19.9,357.7,8748-HFWBO
No,Credit card (automatic),19.9,1397.3,1052-QJIBV
Yes,Electronic check,84.6,959.9,1319-YLZJG
No,Credit card (automatic),80,3182.95,4106-HADHQ
Yes,Bank transfer (automatic),85.25,3704.15,0723-FDLAY
No,Credit card (automatic),81.25,4620.4,3050-RLLXC
Yes,Bank transfer (automatic),115.5,8312.75,9298-WGMRW
No,Mailed check,104.1,541.9,2369-UAPKZ
Yes,Bank transfer (automatic),79,929.3,3088-LHEFH
No,Bank transfer (automatic),39.1,971.3,2778-OCLGR
Yes,Electronic check,94.65,1285.05,6583-KQJLK
Yes,Mailed check,20.8,1521.2,8544-JNBOX
No,Credit card (automatic),59.5,3389.25,6681-ZSEXG
Yes,Bank transfer (automatic),20.05,1198.05,6139-ZZRBQ
Yes,Electronic check,100.45,3414.65,6116-RFVHN
Yes,Electronic check,76.5,162.45,0637-KVDLV
No,Bank transfer (automatic),20.6,754,8884-FEEWR
No,Credit card (automatic),20.3,467.15,3125-RAHBV
Yes,Electronic check,49.2,216.9,6633-MPWBS
No,Mailed check,39.55,373,0373-AIVNJ
No,Credit card (automatic),23.15,245.2,8785-EPNCG
No,Mailed check,20.45,481.1,1682-VCOIO
No,Electronic check,80.85,302.75,5729-KLZAR
No,Bank transfer (automatic),25.25,1728.2,2072-ZVJJX
No,Electronic check,91.25,2964.05,8849-AYPTR
Yes,Bank transfer (automatic),72.45,2156.25,9518-IMLHK
No,Mailed check,60.1,60.1,1582-RAFML
No,Bank transfer (automatic),19.7,1051.9,3646-ITDGM
Yes,Electronic check,78.95,78.95,8740-CRYFY
Yes,Electronic check,75.1,5013,3569-VLDHH
No,Bank transfer (automatic),25,1738.9,8224-KDLKN
No,Credit card (automatic),69.15,2275.1,7594-LZNWR
Yes,Electronic check,91.55,5511.65,4001-TSBTV
Yes,Electronic check,45.15,98.5,2962-XPMCQ
No,Credit card (automatic),35.8,1316.9,8727-XDPUD
Yes,Credit card (automatic),113.15,7993.3,1043-UXOVO
No,Credit card (automatic),19.85,19.85,1064-FBXNK
No,Credit card (automatic),19.8,1388.45,3996-ZNWYK
No,Electronic check,19.9,666,2878-DHMIN
No,Mailed check,19.7,94.45,7762-ONLJY
Yes,Electronic check,79.4,244.65,1678-FYZOW
No,Bank transfer (automatic),59.1,4134.7,5795-BKOYE
Yes,Mailed check,53.95,2375.4,8627-EHGIP
Yes,Electronic check,91.15,4862.5,7402-PWYJJ
Yes,Credit card (automatic),99.3,2431.35,5480-TBGPH
Yes,Electronic check,68.95,351.5,0018-NYROU
No,Mailed check,51.55,106.2,7501-VTYLJ
Yes,Mailed check,24.4,1413,7608-RGIRO
Yes,Electronic check,96.8,1743.05,0480-BIXDE
No,Mailed check,70.05,657.5,5895-QSXOD
No,Credit card (automatic),19.5,1050.5,9814-AOUDH
No,Mailed check,78.75,426.35,6175-IRFIT
No,Electronic check,69.2,4982.5,8760-ZRHKE
Yes,Mailed check,19.55,19.55,1622-HSHSF
Yes,Electronic check,80.65,1451.9,8854-CCVSQ
Yes,Electronic check,103.65,7634.8,6749-UTDVX
No,Mailed check,54.7,235.05,5542-DHSXL
No,Credit card (automatic),54.15,3116.15,9102-OXKFY
No,Mailed check,71.1,71.1,0511-JTEOY
Yes,Electronic check,84.85,2633.4,5216-WASFJ
No,Bank transfer (automatic),20,49.65,7808-DVWEP
Yes,Electronic check,106.25,6979.8,7067-KSAZT
Yes,Credit card (automatic),99.25,4920.8,2284-VFLKH
No,Mailed check,19.35,46.35,0366-NQSHS
No,Bank transfer (automatic),20.8,1021.8,6532-YLWSI
Yes,Electronic check,94.75,5276.1,3807-BPOMJ
Yes,Credit card (automatic),114.05,8289.2,3892-NXAZG
Yes,Bank transfer (automatic),74.9,2659.45,4948-WBBKL
Yes,Bank transfer (automatic),19.8,196.75,4182-BGSIQ
Yes,Electronic check,94,94,9300-AGZNL
No,Bank transfer (automatic),80.85,5824.75,0988-AADSA
No,Bank transfer (automatic),54.65,1517.5,9972-NKTFD
No,Bank transfer (automatic),91.7,3479.05,3717-LNXKW
Yes,Electronic check,118.6,7365.7,5734-EJKXG
No,Mailed check,24.55,1331.05,2207-RYYRL
Yes,Mailed check,19.45,1195.95,6729-FZWSY
Yes,Credit card (automatic),116.15,3946.9,9695-IDRZR
No,Electronic check,80.6,4299.95,8144-DGHXP
Yes,Bank transfer (automatic),20.3,20.3,7814-LEEVE
No,Electronic check,89.85,1424.95,1112-CUNAO
Yes,Mailed check,46,193.6,5175-AOBHI
No,Mailed check,66.25,620.55,5174-RNGBH
Yes,Electronic check,99.8,4391.25,8631-WUXGY
Yes,Electronic check,90,1993.8,7270-BDIOA
Yes,Bank transfer (automatic),70.45,2597.6,9565-JSNFM
