PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer ID
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,6331-EWIEB
Yes,No,No,No,No,No,No,No,No,0895-LNKRC
No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,2045-BMBTJ
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,8417-GSODA
Yes,No,No,No ,No ,No ,No ,No ,No ,5171-EPLKN
Yes,No,DSL,No,No,No,No,No,No,4452-QIIEB
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,5998-VVEJY
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,1624-NALOJ
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,6741-EGCBI
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,7820-ZYGNY
Yes,No,DSL,No,Yes,No,No,No,No,4317-VTEOA
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,9677-AVKED
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,1670-SVOWZ
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,2227-JRSJX
Yes,No,No,No,No,No,No,No,No,9847-HNVGP
Yes,No,No,No,No,No,No,No,No,6696-YDAYZ
Yes,No,DSL,No,No,Yes,No,No,Yes,8980-WQFWL
Yes,No,Fiber optic,No,No,No,No,No,Yes,1730-ZMAME
Yes,No,No,No,No,No,No,No,No,6506-EYCNH
Yes,No,No,No,No,No,No,No,No,4634-JLRJT
No,No,DSL,No,No,No,Yes,Yes,Yes,9501-UKKNL
Yes,Yes,No,No,No,No,No,No,No,2560-QTSBS
Yes,No,DSL,No,Yes,No,Yes,No,Yes,7541-YLXCL
Yes,No,DSL,Yes,Yes,No,No,Yes,No,4795-WRNVT
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,6080-TCMYC
Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0260-ZDLGK
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,7860-UXCRM
Yes,No,Fiber optic,No,No,No,No,Yes,No,6357-JJPQT
No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,2292-XQWSV
Yes,No,Fiber optic,Yes,No,No,No,No,No,9552-TGUZV
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,5913-INRQV
No,No,DSL,Yes,No,Yes,Yes,No,No,8722-NGNBH
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6210-KBBPI
Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,9643-YBLUR
Yes,Yes,DSL,No,No,No,No,No,Yes,8734-FNWVH
Yes,No,No,No,No,No,No,No,No,9447-YPTBX
Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,0133-BMFZO
Yes,No,DSL,No,No,No,No,No,No,6128-CZOMY
Yes,No,Fiber optic,No,No,No,No,No,No,9540-JYROE
No,No,DSL,No,Yes,No,No,No,Yes,9026-LHEVG
Yes,No,Fiber optic,No,No,No,No,No,No,2260-USTRB
Yes,No,DSL,Yes,Yes,No,No,No,No,3656-TKRVZ
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,7011-CVEUC
Yes,No,DSL,No,No,No,No,No,No,6185-TASNN
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,7925-PNRGI
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,8623-TMRBY
Yes,No,No,No,No,No,No,No,No,1552-CZCLL
Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,3038-PQIUY
Yes,No,DSL,No,No,No,No,No,No,1501-SGHBW
Yes,No,No,No,No,No,No,No,No,9313-CDOGY
Yes,No,DSL,No,Yes,No,No,No,No,8148-BPLZQ
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2623-DRYAM
Yes,No,DSL,Yes,No,No,Yes,No,No,9987-LUTYD
Yes,Yes,Fiber optic,No,No,No,No,No,No,3208-YPIOE
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,4488-KQFDT
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2612-RANWT
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,5693-PIPCS
Yes,Yes,Fiber optic,No,No,No,No,No,No,0491-KAPQG
No,No ,DSL,No,No,Yes,No,Yes,Yes,1925-LFCZZ
No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,8039-EQPIM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6900-PXRMS
Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,8707-RMEZH
No,No,DSL,No,No,Yes,No,Yes,Yes,3346-BRMIS
Yes,Yes,DSL,No,Yes,No,No,No,No,3209-ZPKFI
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,6479-VDGRK
No,No,DSL,No,Yes,Yes,Yes,Yes,No,9373-WSLOY
No,No,DSL,No,No,No,No,No,No,2933-FILNV
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3569-JFODW
Yes,No,Fiber optic,No,No,No,No,No,No,9819-FBNSV
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,9544-PYPSJ
Yes,No,No,No,No,No,No,No,No,1591-XWLGB
Yes,No,DSL,No,Yes,No,Yes,No,No,0396-UKGAI
Yes,No,No,No,No,No,No,No,No,3243-ZHOHY
Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,5186-EJEGL
Yes,Yes,No,No ,No ,No ,No ,No ,No ,7527-QNRUS
Yes,No,No,No ,No ,No ,No ,No ,No ,9986-BONCE
Yes,No,DSL,Yes,No,No,No,No,No,2722-JMONI
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,2203-GHNWN
Yes,No,Fiber optic,No,No,No,No,No,No,3878-AVSOQ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3258-SYSWS
Yes,Yes,No,No,No,No,No,No,No,5296-PSYVW
Yes,No,No,No,No,No,No,No,No,6319-QSUSR
Yes,No,No,No,No,No,No,No,No,4083-EUGRJ
Yes,No,DSL,No,Yes,No,No,No,No,7579-OOPEC
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0512-FLFDW
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1771-OADNZ
Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0487-CRLZF
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2107-FBPTK
Yes,No,No,No,No,No,No,No,No,9451-WLYRI
Yes,Yes,No,No,No,No,No,No,No,8219-VYBVI
Yes,No,No,No,No,No,No,No,No,1991-VOPLL
Yes,No,Fiber optic,No,No,Yes,Yes,No,No,9738-QLWTP
Yes,No,Fiber optic,No,No,No,No,No,No,1016-DJTSV
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,9419-IPPBE
Yes,Yes,No,No,No,No,No,No,No,0174-QRVVY
Yes,Yes,No,No,No,No,No,No,No,5699-BNCAS
Yes,No,No,No,No,No,No,No,No,2900-PHPLN
No,No,DSL,No,No,No,No,No,No,0612-RTZZA
No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,8106-GWQOK
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,8751-EDEKA
Yes,No,No,No,No,No,No,No,No,6878-GGDWG
Yes,No,DSL,No,Yes,No,No,No,No,4039-PIMHX
Yes,Yes,No,No,No,No,No,No,No,8450-LUGUK
Yes,No,DSL,No,No,Yes,Yes,No,No,3604-WLABM
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0795-GMVQO
No,No ,DSL,No,No,Yes,Yes,No,No,2259-OUUSZ
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1142-IHLOO
Yes,No,DSL,No,No,No,No,No,No,6410-LEFEN
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4633-MKHYU
Yes,No,DSL,No,No,No,Yes,No,No,6257-RJOHI
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,1545-JFUML
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,3194-ORPIK
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,7826-VVKWT
Yes,No,DSL,Yes,No,No,No,Yes,No,1353-GHZOS
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2587-EKXTS
Yes,Yes,No,No,No,No,No,No,No,5442-BXVND
Yes,Yes,Fiber optic,No,No,No,No,No,No,8816-VXNZD
Yes,Yes,DSL,No,No,No,No,Yes,Yes,9378-FXTIZ
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1723-HKXJQ
Yes,No,DSL,No,No,No,No,No,No,7825-GKXMW
Yes,No,No,No ,No ,No ,No ,No ,No ,9753-OYLBX
Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,2364-UFROM
No,No,DSL,No,No,No,Yes,No,No,6656-JWRQX
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,6473-ULUHT
Yes,No,No,No,No,No,No,No,No,1240-KNSEZ
No,No,DSL,No,No,No,Yes,Yes,No,0836-SEYLU
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,4433-JCGCG
Yes,No,Fiber optic,No,No,No,No,No,No,3716-BDVDB
Yes,No,DSL,Yes,No,No,Yes,No,No,7688-AWMDX
Yes,Yes,Fiber optic,No,No,No,No,No,No,2842-BCQGE
No,No ,DSL,Yes,No,No,Yes,Yes,No,7244-QWYHG
Yes,Yes,Fiber optic,No,No,No,No,No,No,5899-MQZZL
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,6849-OYAMU
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,5312-UXESG
Yes,No,Fiber optic,No,No,No,No,No,No,9488-HGMJH
No,No,DSL,No,Yes,Yes,No,Yes,Yes,6038-GCYEC
Yes,Yes,DSL,No,Yes,No,No,Yes,No,2150-WLKUW
Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,7159-FVYPK
Yes,Yes,DSL,Yes,No,No,No,Yes,No,7032-LMBHI
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1150-WFARN
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6088-BXMRG
Yes,No,DSL,No,No,No,Yes,No,No,3144-AUDBS
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,4821-SJHJV
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,7346-MEDWM
Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,1137-DGOWI
Yes,No,No,No,No,No,No,No,No,5616-PRTNT
Yes,Yes,No,No,No,No,No,No,No,3812-LRZIR
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4818-QIUFN
Yes,No,No,No ,No ,No ,No ,No ,No ,9483-GCPWE
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,4227-OJHAL
Yes,Yes,DSL,Yes,No,No,Yes,No,No,9220-CXRSC
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,4993-JCRGJ
Yes,No,No,No,No,No,No,No,No,9537-JALFH
Yes,No,No,No,No,No,No,No,No,6698-OXETB
Yes,Yes,DSL,No,No,No,No,No,No,2103-ZRXFN
Yes,No,No,No,No,No,No,No,No,3724-BSCVH
Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,4877-TSOFF
Yes,No,DSL,Yes,No,No,Yes,Yes,No,9209-NWPGU
Yes,No,Fiber optic,No,No,No,No,No,Yes,6961-VCPMC
Yes,No,DSL,Yes,Yes,Yes,No,No,No,7306-YDSOI
Yes,No,Fiber optic,No,No,No,No,No,Yes,5288-AHOUP
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6688-UZPWD
Yes,No,DSL,No,No,Yes,No,No,No,0655-YDGFJ
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,8468-EHYJA
Yes,No,No,No ,No ,No ,No ,No ,No ,6823-SIDFQ
Yes,No,DSL,Yes,No,Yes,No,No,No,1097-FSPVW
Yes,No,No,No ,No ,No ,No ,No ,No ,2839-RFSQE
No,No,DSL,Yes,Yes,No,Yes,No,No,8328-SKJNO
Yes,No,No,No,No,No,No,No,No,7010-ZMVBF
Yes,Yes,No,No,No,No,No,No,No,5201-CBWYG
Yes,No,Fiber optic,No,No,No,No,No,No,0968-GSIKN
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,1965-DDBWU
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,9057-SIHCH
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,6352-GIGGQ
Yes,No,No,No,No,No,No,No,No,3635-QQRQD
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6771-XWBDM
Yes,No,Fiber optic,No,No,No,No,No,No,2897-DOVND
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,3082-YVEKW
No,No ,DSL,Yes,No,No,Yes,No,No,0191-EQUUH
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7134-HBPBS
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,3489-HHPFY
Yes,No,No,No,No,No,No,No,No,2926-JEJJC
Yes,Yes,DSL,No,No,No,No,No,No,8601-QACRS
No,No ,DSL,No,No,Yes,No,Yes,Yes,4950-BDEUX
Yes,Yes,No,No,No,No,No,No,No,5789-LDFXO
Yes,No,Fiber optic,No,No,No,No,No,No,0508-OOLTO
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,2984-TBYKU
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,9822-WMWVG
Yes,No,DSL,Yes,No,No,No,No,No,2391-SOORI
Yes,No,Fiber optic,No,Yes,No,No,No,No,9040-KZVWO
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,2645-QTLMB
Yes,No,Fiber optic,No,No,No,No,No,No,4806-HIPDW
Yes,Yes,DSL,No,Yes,No,Yes,No,No,1548-ARAGG
Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,6339-RZCBJ
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,4424-TKOPW
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,4415-WNGVR
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2522-AHJXR
Yes,No,DSL,Yes,No,Yes,Yes,No,No,0412-UCCNP
No,No,DSL,No,No,No,Yes,No,No,1816-FLZDK
Yes,No,No,No ,No ,No ,No ,No ,No ,7096-UCLNH
Yes,Yes,Fiber optic,No,No,No,No,No,No,8443-ZRDBZ
No,No ,DSL,No,No,No,No,No,No,9136-ALYBR
Yes,No,DSL,No,No,Yes,Yes,No,Yes,4615-PIVVU
Yes,No,DSL,Yes,No,No,No,No,No,8885-QSQBX
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,7479-NITWS
Yes,No,Fiber optic,No,No,Yes,No,No,No,8617-ENBDS
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,9385-NXKDA
Yes,Yes,DSL,No,No,No,No,No,No,0430-IHCDJ
Yes,No,Fiber optic,No,No,No,No,Yes,No,2959-MJHIC
Yes,Yes,No,No,No,No,No,No,No,6674-KVJHG
Yes,Yes,No,No,No,No,No,No,No,1814-DKOLC
Yes,No,DSL,Yes,No,Yes,No,No,No,4201-JMNGR
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,9351-HXDMR
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,3537-HPKQT
Yes,Yes,No,No,No,No,No,No,No,2129-ALKBS
Yes,No,No,No,No,No,No,No,No,5821-MMEIL
Yes,No,Fiber optic,No,No,No,No,Yes,No,5960-WPXQM
Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,0684-AOSIH
No,No,DSL,No,No,No,No,No,No,8260-NGFNY
Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,1309-XGFSN
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1866-RZZQS
Yes,No,DSL,No,No,No,No,Yes,No,6968-URWQU
Yes,No,No,No,No,No,No,No,No,4742-TXUEX
Yes,Yes,DSL,No,No,No,No,No,No,9631-XEYKE
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,8631-NBHFZ
Yes,No,DSL,No,No,Yes,Yes,No,No,1335-MXCSE
Yes,No,No,No ,No ,No ,No ,No ,No ,8873-TMKGR
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,8800-JOOCF
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1469-LBJQJ
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,4958-XCBDQ
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,8337-UPOAQ
Yes,Yes,Fiber optic,No,No,No,No,No,No,0064-YIJGF
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,2386-OWURY
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1725-IQNIY
Yes,No,No,No ,No ,No ,No ,No ,No ,0310-VQXAM
Yes,No,No,No ,No ,No ,No ,No ,No ,6598-RFFVI
Yes,No,Fiber optic,No,No,No,No,No,No,3453-RTHJQ
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,6712-OAWRH
Yes,No,No,No ,No ,No ,No ,No ,No ,6278-FEPBZ
Yes,No,DSL,No,Yes,Yes,No,No,No,4280-DLSHD
Yes,No,Fiber optic,No,No,No,No,Yes,No,1508-DFXCU
Yes,Yes,DSL,No,No,No,No,No,No,8614-VGMMV
Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,7868-BGSZA
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,2800-QQUSO
Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,2930-UOTMB
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,7973-DZRKH
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,5914-DVBWJ
Yes,No,No,No ,No ,No ,No ,No ,No ,7698-YFGEZ
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,2533-QVMSK
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,9773-PEQBZ
Yes,No,Fiber optic,No,No,No,No,No,No,8644-XLFBW
Yes,No,Fiber optic,No,Yes,No,No,No,No,0650-BWOZN
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,8625-AZYZY
Yes,No,No,No,No,No,No,No,No,7785-RDVIG
Yes,No,No,No,No,No,No,No,No,9602-WCXPI
Yes,No,DSL,No,No,No,No,No,No,2903-YYTBW
Yes,No,DSL,Yes,No,No,Yes,No,No,3620-MWJNE
Yes,No,No,No ,No ,No ,No ,No ,No ,8573-JGCZW
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6837-HAEVO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,6701-YVNQG
Yes,Yes,Fiber optic,No,No,No,No,No,No,9306-CPCBC
Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,4304-XUMGI
Yes,No,No,No,No,No,No,No,No,9504-YAZWB
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,8819-ZBYNA
No,No ,DSL,Yes,No,No,No,No,No,6174-NRBTZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9481-IEBZY
Yes,Yes,Fiber optic,No,No,No,No,No,No,1833-VGRUM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6137-NICCO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,9065-ZCPQX
Yes,No,DSL,No,No,No,No,No,Yes,6402-EJMWF
Yes,No,No,No,No,No,No,No,No,3620-EHIMZ
Yes,Yes,No,No,No,No,No,No,No,3213-VVOLG
Yes,No,No,No,No,No,No,No,No,6870-ECSHE
Yes,No,No,No,No,No,No,No,No,8747-UDCOI
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,8374-XGEJJ
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,2656-TABEH
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,6946-LMSQS
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,4626-OZDTJ
Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,9169-BSVIN
Yes,No,DSL,Yes,No,No,No,Yes,Yes,2325-ZUSFD
Yes,No,No,No ,No ,No ,No ,No ,No ,8194-PEEBY
Yes,Yes,DSL,No ,No,Yes,Yes,No,No,6872-HXFNF
Yes,No,Fiber optic,No ,Yes,Yes,Yes,Yes,Yes,3932-CMDTD
Yes,Yes,Fiber optic,No ,No,Yes,No,Yes,Yes,7714-YXSMB
Yes,No,No,No ,No ,No ,No ,No ,No ,8387-UGUSU
Yes,Yes,No,No ,No ,No ,No ,No ,No ,1080-BWSYE
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,4039-HEUNW
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1194-HVAIF
Yes,No,Fiber optic,No,No,No,No,No,No,0812-WUPTB
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,3594-UVONA
Yes,No,Fiber optic,No,No,Yes,No,No,No,0004-TLHLJ
Yes,No,DSL,No,No,No,No,No,No,1767-TGTKO
Yes,No,No,No ,No ,No ,No ,No ,No ,8439-LTUGF
Yes,No,DSL,No,Yes,No,No,No,No,8805-JNRAZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,5089-IFSDP
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,6418-HNFED
Yes,No,No,No,No,No,No,No,No,0206-OYVOC
Yes,No,No,No,No,No,No,No,No,7291-CDTMJ
Yes,Yes,Fiber optic,No,No,No,No,No,No,7128-GGCNO
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0237-YFUTL
Yes,No,DSL,No,Yes,No,Yes,Yes,No,7691-KGKGP
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,6710-HSJRD
Yes,No,No,No,No,No,No,No,No,3675-EQOZA
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0840-DCNZE
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1732-FEKLD
No,No,DSL,No,No,No,No,No,No,9862-KJTYK
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0479-HMSWA
Yes,Yes,No,No,No,No,No,No,No,5854-KSRBJ
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0365-BZUWY
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,4817-VYYWS
Yes,Yes,No,No,No,No,No,No,No,5701-SVCWR
Yes,Yes,No,No,No,No,No,No,No,3129-AAQOU
Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,4922-CVPDX
Yes,No,Fiber optic,No,Yes,No,No,No,No,1396-QWFBJ
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1357-BIJKI
No,No ,DSL,Yes,No,Yes,No,Yes,Yes,1099-BTKWT
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,5299-SJCZT
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,2018-PZKMU
No,No,DSL,Yes,No,No,Yes,No,No,7340-KEFQE
Yes,No,DSL,No,No,No,No,No,No,4570-QHXHL
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2403-BCASL
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,7392-YYPYJ
No,No,DSL,Yes,No,Yes,No,Yes,Yes,2898-LSJGD
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2223-GDSHL
Yes,No,DSL,No,No,No,No,No,No,7359-PTSXY
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,9470-RTWDV
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2176-OSJUV
Yes,No,DSL,No,No,No,No,No,No,9348-YVOMK
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,8104-OSKWT
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,4521-YEEHE
Yes,Yes,Fiber optic,No,No,No,No,No,No,4090-KPJIP
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3786-WOVKF
Yes,No,Fiber optic,No,Yes,No,No,No,No,4503-BDXBD
Yes,No,Fiber optic,No,No,No,No,No,Yes,6086-ESGRL
Yes,No,No,No ,No ,No ,No ,No ,No ,2592-HODOV
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3886-CERTZ
Yes,Yes,DSL,Yes,No,No,No,No,No,7995-ZHHNZ
Yes,No,No,No,No,No,No,No,No,3824-RHKVR
Yes,No,DSL,No,Yes,No,No,No,No,5816-SCGFC
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,5989-AXPUC
Yes,Yes,No,No ,No ,No ,No ,No ,No ,4979-HPRFL
Yes,No,No,No ,No ,No ,No ,No ,No ,8590-OHDIW
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8015-IHCGW
Yes,Yes,No,No ,No ,No ,No ,No ,No ,2332-TODQS
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,9278-VZKCD
Yes,No,No,No ,No ,No ,No ,No ,No ,8008-OTEZX
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2773-OVBPK
No,No ,DSL,Yes,No,No,No,No,No,5999-LCXAO
Yes,No ,Fiber optic,No,Yes,No,Yes,No,No,5206-XZZQI
Yes,No ,No,No,No,No,No,No,No,4803-LBYPN
No,No ,DSL,No,No,No,No,Yes,No,5759-RCVCB
Yes,No,Fiber optic,No,No,No,No,Yes,No,6372-RFVNS
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,2139-FQHLM
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8261-GWDBQ
Yes,No,No,No ,No ,No ,No ,No ,No ,1093-YSWCA
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,8938-UMKPI
Yes,No,DSL,Yes,No,No,No,No,No,0991-BRRFB
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3882-IYOIJ
Yes,Yes,No,No,No,No,No,No,No,8749-TZYEC
Yes,No,No,No,No,No,No,No,No,1755-FZQEC
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,3115-JPJDD
Yes,No,Fiber optic,No,No,No,No,No,No,5600-KTXFM
Yes,No,Fiber optic,No,No,No,No,No,No,3871-IKPYH
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,6319-IEJWJ
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,9025-AOMKI
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,6339-TBELP
Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,7964-YESJC
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,6173-GOLSU
Yes,No,Fiber optic,No,No,No,No,No,Yes,5275-SQEIZ
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,7716-YTYHG
Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,9938-ZREHM
No,No,DSL,No,Yes,Yes,No,No,No,7950-XWOVN
Yes,No,No,No ,No ,No ,No ,No ,No ,4390-KYULV
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,4647-MUZON
Yes,No,DSL,No,No,No,No,No,No,9702-AIUJO
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8849-PRIQJ
